,Exports,FCE,GDP,G_F_C_E,D_Savings,G_Savings,Imports,Inflation,Remittances,U,Reserve,Industry,Time
0,0.12470167064439142,1.0,0.0,0.9547511312217192,0.0,0.0,0.3803076923076923,0.6283856988082339,0.0,0.6029411764705882,0.06657645466847092,0.03631284916201114,1980
1,0.10322195704057278,0.49286280729579673,0.9079320113314449,0.1628959276018097,0.507137192704203,0.3969631236442516,0.1489230769230769,0.3513903936439148,0.0011467889908256639,0.6029411764705882,0.0,0.014664804469273554,1981
2,0.10023866348448687,0.4952418715305311,0.18555240793201136,0.18099547511312195,0.5047581284694688,0.4710257204834211,0.2356923076923077,0.35030697002527983,0.11123853211009173,0.6029411764705882,0.005818673883626519,0.030726256983240063,1982
3,0.1312649164677804,0.6034892942109437,0.4334277620396601,0.12669683257918524,0.39651070578905634,0.45770065075921906,0.18523076923076934,0.30083062477428674,0.20412844036697247,0.6029411764705882,0.08687415426251693,0.0886871508379888,1983
4,0.0,0.8124504361617763,0.5637393767705383,0.14027149321266952,0.18754956383822366,0.24666873256894944,0.10584615384615388,0.27880101119537737,0.08944954128440366,0.27450980392156865,0.04830852503382951,0.12779329608938536,1984
5,0.11813842482100237,0.5059476605868355,0.3569405099150142,0.0,0.49405233941316423,0.4087387666563371,0.07015384615384619,0.6623329721921271,0.0447247706422018,0.26960784313725494,0.022462787550744254,0.05027932960893847,1985
6,0.1062052505966587,0.47819191118160204,0.47450424929178475,0.07692307692307689,0.5218080888183981,0.4477843198016734,0.00861538461538465,0.29216323582520765,0.08944954128440366,0.009803921568627432,0.023004059539918815,0.05446927374301659,1986
7,0.09486873508353223,0.5222045995241873,0.41784702549575076,0.049773755656108344,0.47779540047581287,0.4431360396653238,0.0,0.39581076200794507,0.13876146788990826,0.6029411764705882,0.07050067658998647,0.0,1987
8,0.12112171837708828,0.5348929421094368,0.226628895184136,0.06334841628959262,0.46510705789056306,0.4298109699411217,0.03384615384615389,0.2650776453593355,0.11467889908256883,0.6029411764705882,0.09052774018944522,0.023743016759776525,1988
9,0.1276849642004773,0.4754163362410783,0.28611898016997167,0.0542986425339367,0.5245836637589215,0.4344592500774713,0.06707692307692306,0.29541350668111227,0.08715596330275228,0.0,0.015967523680649524,0.013268156424580846,1989
10,0.14976133651551313,0.45043616177636797,0.6798866855524079,0.009049773755655915,0.5495638382236321,0.4552215680198326,0.08369230769230776,0.2300469483568075,0.0676605504587156,0.6029411764705882,0.02138024357239513,0.03840782122905008,1990
11,0.1945107398568019,0.5035685963521016,0.378186968838527,0.049773755656108344,0.4964314036478985,0.44096684226836064,0.032615384615384685,0.09281328999638858,0.07110091743119268,0.3137254901960785,0.08484438430311234,0.10614525139664802,1991
12,0.24999999999999994,0.5317208564631244,0.6543909348441926,0.19004524886877824,0.46827914353687544,0.4233033777502323,0.04000000000000002,0.08739617190321415,0.11582568807339448,0.6029411764705882,0.13545331529093374,0.14804469273742998,1992
13,0.3353221957040572,0.5935765265662173,0.5509915014164306,0.41628959276018096,0.4064234734337827,0.38952587542609224,0.1476923076923077,0.0,0.1341743119266055,0.6029411764705882,0.18308525033829504,0.23254189944134065,1993
14,0.33412887828162285,0.5618556701030929,0.434844192634561,0.38461538461538447,0.43814432989690727,0.43662844747443447,0.13292307692307692,0.13759479956663054,0.176605504587156,0.6029411764705882,0.22611637347767258,0.2702513966480445,1994
15,0.445107398568019,0.5606661379857256,0.6090651558073654,0.2714932126696831,0.4393338620142745,0.42826154322900517,0.3470769230769231,0.2520765619357168,0.14908256880733944,0.6029411764705882,0.1530446549391069,0.2779329608938545,1995
16,0.376491646778043,0.4302141157811259,0.5240793201133145,0.3167420814479639,0.569785884218874,0.4589401921289123,0.2873846153846155,0.6854460093896714,0.11811926605504587,0.3897058823529411,0.115426251691475,0.14525139664804457,1996
17,0.4248210023866348,0.4016653449643139,0.519830028328612,0.39366515837104077,0.598334655035686,0.4979857452742485,0.252923076923077,0.13145539906103285,0.1479357798165138,0.6029411764705882,0.1016238159675237,0.15782122905027918,1997
18,0.49880668257756555,0.34218873909595543,0.6175637393767704,0.4977375565610858,0.6578112609040444,0.5422993492407808,0.27200000000000013,0.16540267244492596,0.1536697247706422,0.6029411764705882,0.11759133964817324,0.21368715083798873,1998
19,0.49880668257756555,0.33862014274385377,0.5453257790368272,0.4570135746606334,0.6613798572561459,0.568019832661915,0.30338461538461536,0.1307331166486096,0.18922018348623854,0.6029411764705882,0.08322056833558863,0.19413407821229034,1999
20,0.5334128878281622,0.28747026169706585,0.6331444759206799,0.42533936651583687,0.7125297383029342,0.6033467616981716,0.324923076923077,0.11881545684362585,0.20871559633027523,0.5759803921568628,0.08024357239512857,0.18715083798882678,2000
21,0.5960620525059666,0.2632831086439334,0.603399433427762,0.3710407239819002,0.7367168913560665,0.6225596529284165,0.4313846153846155,0.11195377392560489,0.2327981651376147,0.6029411764705882,0.06671177266576456,0.20810055865921764,2001
22,0.5375894988066825,0.2549563838223629,0.42634560906515584,0.44796380090497706,0.7450436161776368,0.6947629377130462,0.299076923076923,0.13470566991693753,0.3841743119266055,0.6029411764705882,0.08836265223274697,0.22625698324022336,2002
23,0.4791169451073985,0.2807295796986518,0.5552407932011332,0.4977375565610858,0.7192704203013482,0.6764797025100712,0.2787692307692308,0.20440592271578187,0.3944954128440367,0.8333333333333334,0.14127198917456024,0.20041899441340763,2003
24,0.4624105011933174,0.24107850911974618,0.6260623229461757,0.515837104072398,0.7589214908802538,0.7204834211341803,0.24676923076923085,0.15890213073311663,0.4162844036697248,0.6029411764705882,0.1698240866035183,0.22206703910614523,2004
25,0.655727923627685,0.24623314829500373,0.8101983002832861,0.5203619909502261,0.753766851704996,0.7446544778431979,0.5107692307692309,0.15998555435175152,0.4977064220183487,0.8161764705882353,0.1553450608930988,0.2583798882681564,2005
26,0.772673031026253,0.23116574147501978,0.8286118980169972,0.6380090497737557,0.7688342585249802,0.8370003098853425,0.6190769230769232,0.20657276995305163,0.6525229357798166,0.6544117647058824,0.20893098782138028,0.31424581005586594,2006
27,0.8114558472553698,0.25852498017446457,0.8838526912181303,0.6018099547511313,0.7414750198255353,0.8673690734428261,0.6923076923076923,0.22788010111953771,0.7305045871559634,0.6029411764705882,0.28051420838971586,0.34217877094972055,2007
28,0.850835322195704,0.32038065027755747,0.735127478753541,0.5203619909502261,0.6796193497224425,0.9002169197396963,0.8160000000000001,0.27807872878295414,0.904816513761468,0.6029411764705882,0.28416779431664413,0.35824022346368706,2008
29,0.8078758949880668,0.275178429817605,0.5991501416430595,0.4796380090497736,0.7248215701823949,0.9497985745274247,0.7046153846153845,0.23835319609967495,0.963302752293578,1.0,0.5001353179972937,0.3980446927374301,2009
30,0.7529832935560858,0.25614591593973013,0.6728045325779037,0.4751131221719456,0.7438540840602695,0.9436008676789588,0.6203076923076924,0.2520765619357168,0.8646788990825689,0.6029411764705882,0.5178619756427606,0.37430167597765357,2010
31,0.9856801909307877,0.2636796193497221,0.7988668555240793,0.48416289592760153,0.7363203806502776,0.921289123024481,0.9723076923076923,0.27807872878295414,0.8612385321100919,0.6029411764705882,0.40771312584573755,0.3805865921787709,2011
32,1.0,0.23988897700237896,0.8073654390934843,0.4570135746606334,0.7601110229976209,1.0,1.0,0.28891296496930297,1.0,0.6029411764705882,0.5405953991880921,0.39874301675977636,2012
33,0.9630071599045346,0.20737509912767604,0.735127478753541,0.4932126696832579,0.7926249008723235,0.9736597458940192,0.9267692307692309,0.2531599855543517,0.8463302752293579,0.8602941176470588,0.7028416779431665,0.4685754189944132,2013
34,0.9301909307875893,0.20539254559873088,0.7422096317280452,0.5927601809954749,0.7946074544012688,0.9126123334366284,0.8504615384615385,0.19898880462260743,0.779816513761468,0.6029411764705882,0.8051420838971585,0.4685754189944132,2014
35,0.8317422434367541,0.20261697065820775,0.8116147308781869,0.6199095022624435,0.7973830293417923,0.8800743724821815,0.8030769230769231,0.20621162874684001,0.6846330275229359,0.6029411764705882,0.910148849797023,0.5048882681564244,2015
36,0.6276849642004773,0.0,0.8909348441926346,0.8325791855203619,1.0,0.8971180663154633,0.35138461538461546,1.0,0.3727064220183487,0.8406862745098038,1.0,0.8009776536312848,2016
37,0.5620525059665871,0.007930214115781238,0.8172804532577903,0.9004524886877825,0.9920697858842189,0.8351409978308026,0.3372307692307693,0.17659804983748645,0.3130733944954128,0.8455882352941176,0.8350473612990529,0.8135474860335195,2017
38,0.5531026252983293,0.03251387787470235,0.9206798866855525,0.8733031674208144,0.9674861221252974,0.8407189339944221,0.5009230769230769,0.2040447815095702,0.3405963302752294,0.6029411764705882,0.7078484438430312,0.8645251396648044,2018
39,0.578162291169451,0.015463917525773219,1.0,1.0,0.9845360824742267,0.8682987294700961,0.4172307692307693,0.12639942217407005,0.38532110091743127,0.6029411764705882,0.6575101488497972,0.9252793296089385,2019
40,0.42004773269689727,0.00753370340999198,0.3725212464589236,0.8778280542986423,0.9924662965900078,0.8943290982336535,0.2541538461538462,0.13289996388587935,0.4529816513761469,0.6029411764705882,0.7434370771312585,0.9294692737430164,2020
41,0.43317422434367536,0.07652656621728758,0.8668555240793202,0.8371040723981898,0.9234734337827122,0.8590021691973968,0.3298461538461538,0.14301191765980498,0.39678899082568814,0.6029411764705882,0.6319350473612991,0.9581005586592177,2021
42,0.5656324582338902,0.08128469468675643,0.8895184135977336,0.755656108597285,0.9187153053132434,0.7942361326309265,0.5661538461538461,0.17659804983748645,0.3211009174311927,0.6029411764705882,0.2878213802435724,1.0,2022
